date, time, filename, Aerobic Decoupling, Activities, Duration, Time Moving, Time Carrying (Est), Elevation Gain Carrying (Est), Distance, Distance Swim, Climb Rating, Athlete Weight, Athlete Bodyfat, Athlete Lean Weight, Athlete Bodyfat Percent, Elevation Gain, Elevation Loss, Work, Average Speed, Pace, Pace Swim, Average Power, Average SmO2, Average tHb, Average aPower, Nonzero Average Power, Average Heart Rate, Average Core Temperature, Heartbeats, HrPw Ratio, Workbeat stress, Watts:RPE Ratio, Power Percent of Max, HrNp Ratio, Average Cadence, Average Temp, Max Power, Max SmO2, Max tHb, Min SmO2, Min tHb, Max Heartrate, Max Core Temperature, Max Speed, Max Cadence, Max Temp, 95% Heartrate, VAM, Effect of Altitude, Gradient, Average Power Variance, Max Power Variance, Average Left Torque Effectiveness, Average Right Torque Effectiveness, Average Left Pedal Smoothness, Average Right Pedal Smoothness, Average Left Pedal Center Offset, Average Right Pedal Center Offset, Average Left Power Phase Start, Average Right Power Phase Start, Average Left Power Phase End, Average Right Power Phase End, Average Left Peak Power Phase Start, Average Right Peak Power Phase Start, Average Left Peak Power Phase End, Average Right Peak Power Phase End, Average Left Power Phase Length, Average Right Power Phase Length, Average Left Peak Power Phase Length, Average Right Peak Power Phase Length, Calories (HR), Aerobic TISS, Anaerobic TISS, Critical Power, xPower, Relative Intensity, BikeScore, Skiba VI, TISS Aerobicity, Response Index, axPower, aPower Relative Intensity, aBikeScore, Skiba aVI, aPower Response Index, NP, IF, TSS, VI, Efficiency Factor, TSS per hour, aNP, aIF, aTSS, aVI, aPower Efficiency Factor, aTSS per hour, Daniels Points, Daniels EqP, LNP, RTP, xPace, IWF, GOVSS, H1 Time in Zone, H2 Time in Zone, H3 Time in Zone, H4 Time in Zone, H5 Time in Zone, H6 Time in Zone, H7 Time in Zone, H8 Time in Zone, H1 Percent in Zone, H2 Percent in Zone, H3 Percent in Zone, H4 Percent in Zone, H5 Percent in Zone, H6 Percent in Zone, H7 Percent in Zone, H8 Percent in Zone, Left/Right Balance, P1 Time in Pace Zone, P2 Time in Pace Zone, P3 Time in Pace Zone, P4 Time in Pace Zone, P5 Time in Pace Zone, P6 Time in Pace Zone, P7 Time in Pace Zone, P8 Time in Pace Zone, P9 Time in Pace Zone, P10 Time in Pace Zone, P1 Percent in Pace Zone, P2 Percent in Pace Zone, P3 Percent in Pace Zone, P4 Percent in Pace Zone, P5 Percent in Pace Zone, P6 Percent in Pace Zone, P7 Percent in Pace Zone, P8 Percent in Pace Zone, P9 Percent in Pace Zone, P10 Percent in Pace Zone, MMP Percentage, Power Zone, Fatigue Index, Pacing Index, 1 sec Peak Power, 5 sec Peak Power, 10 sec Peak Power, 15 sec Peak Power, 20 sec Peak Power, 30 sec Peak Power, 1 min Peak Power, 2 min Peak Power, 3 min Peak Power, 5 min Peak Power, 8 min Peak Power, 10 min Peak Power, 20 min Peak Power, 30 min Peak Power, 60 min Peak Power, 90 min Peak Power, 1 min Peak Power HR, 5 min Peak Power HR, 10 min Peak Power HR, 20 min Peak Power HR, 30 min Peak Power HR, 60 min Peak Power HR, 10 sec Peak Pace, 15 sec Peak Pace, 20 sec Peak Pace, 30 sec Peak Pace, 1 min Peak Pace, 2 min Peak Pace, 3 min Peak Pace, 5 min Peak Pace, 8 min Peak Pace, 10 min Peak Pace, 20 min Peak Pace, 30 min Peak Pace, 60 min Peak Pace, 90 min Peak Pace, 10 sec Peak Pace Swim, 15 sec Peak Pace Swim, 20 sec Peak Pace Swim, 30 sec Peak Pace Swim, 1 min Peak Pace Swim, 2 min Peak Pace Swim, 3 min Peak Pace Swim, 5 min Peak Pace Swim, 8 min Peak Pace Swim, 10 min Peak Pace Swim, 20 min Peak Pace Swim, 30 min Peak Pace Swim, 60 min Peak Pace Swim, 90 min Peak Pace Swim, L1 Sustained Time, L2 Sustained Time, L3 Sustained Time, L4 Sustained Time, L5 Sustained Time, L6 Sustained Time, L7 Sustained Time, L8 Sustained Time, L9 Sustained Time, L10 Sustained Time, xPower Swim, STP, xPace Swim, SRI, SwimScore, TriScore, L1 Time in Zone, L2 Time in Zone, L3 Time in Zone, L4 Time in Zone, L5 Time in Zone, L6 Time in Zone, L7 Time in Zone, L8 Time in Zone, L9 Time in Zone, L10 Time in Zone, L1 Percent in Zone, L2 Percent in Zone, L3 Percent in Zone, L4 Percent in Zone, L5 Percent in Zone, L6 Percent in Zone, L7 Percent in Zone, L8 Percent in Zone, L9 Percent in Zone, L10 Percent in Zone, TRIMP Points, TRIMP(100) Points, TRIMP Zonal Points, Session RPE, 1 sec Peak WPK, 5 sec Peak WPK, 10 sec Peak WPK, 15 sec Peak WPK, 20 sec Peak WPK, 30 sec Peak WPK, 1 min Peak WPK, 5 min Peak WPK, 10 min Peak WPK, 20 min Peak WPK, 30 min Peak WPK, 60 min Peak WPK, Estimated VO2MAX, Watts Per Kilogram, Minimum W' bal, Max W' Expended, W'bal Matches, Maximum W'bal Match, W'bal TAU, W' Work, W' Power, W1 W'bal Low Fatigue, W2 W'bal Moderate Fatigue, W3 W'bal Heavy Fatigue, W4 W'bal Severe Fatigue, Below CP Work
02/24/17,13:53:23,2017_02_24_13_53_23.json,-6.89497,1,5315,5277,28,6.214,40.6372,40637.2,6.8162,65,0,0,0,526.3,522.9,969.577,27.7545,2.16181,0.21618,183.389,0,0,188.163,197.189,132.204,37.8807,11647.1,1.38717,112.928,0,18.3389,1.56894,86.9113,25.6567,691,0,0,0,0,162,38.4668,66.8052,110,27,151,356.478,2.53706,1.29512,46.227,497,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,938.805,55.1492,0.51673,305,201.469,0.66056,64.4197,1.09859,99.0717,1.52393,206.643,0.67752,67.7707,1.1268,1.56306,207.419,0.68006,67.9211,1.13104,1.56894,46.0049,212.773,0.69761,71.4724,1.16023,1.60943,48.4103,28.1086,201.831,0,0,0,0,0,1089,3734,464,0,0,0,0,0,20.4892,70.254,8.73001,0,0,0,0,0,46.4008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58.7662,2.26867,98.1187,26.5396,691,661.8,622.6,564.067,507.55,428.733,314.6,271,253.839,244.963,238.71,232.485,226.383,218.409,209.352,0,143.267,144.317,143.765,143.154,140.518,138.758,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,18,0,0,0,0,0,0,0,0,64.4197,1844,2100,863,330,93,36,21,0,0,0,34.6943,39.5108,16.2371,6.20884,1.74976,0.67733,0.39511,0,0,0,102.933,65.6094,94.0717,0,10.6308,10.1815,9.57846,8.67795,7.80846,6.5959,4.84,3.76867,3.57669,3.48282,3.36014,3.22081,47.7016,2.82137,15.855,20.7248,2,4.014,464,12.165,2.30093,5315,0,0,0,957.412
02/25/17,11:42:59,2017_02_25_11_42_59.json,-13.5281,1,1666,1663,0,0,12.3278,12327.8,2.10265,65,0,0,0,161,154,252.656,26.7672,2.24155,0.22416,151.654,0,0,153.324,156.929,122.928,37.2758,3409.2,1.23368,8.61355,0,15.1654,1.41906,90.8254,27.0768,313,0,0,0,0,150,37.5626,63.612,104,28,143,347.899,1.08903,1.306,37.4471,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257.089,10.5782,6e-05,305,167.846,0.55032,14.0151,1.10677,99.9994,1.36541,169.712,0.55643,14.3284,1.11907,1.38058,174.442,0.57194,15.1383,1.15026,1.41906,32.7118,176.378,0.57829,15.4762,1.16303,1.43481,33.4419,4.25362,168.013,0,0,0,0,0,698,956,12,0,0,0,0,0,41.8968,57.383,0.72029,0,0,0,0,0,46.1966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45.5722,1.9,94.8882,48.4518,313,294.2,294,293.067,289.85,282.267,268.4,238.2,218.128,192.987,173.748,173.098,158.797,0,0,0,136.85,128.46,127.042,125.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0151,1002,494,140,30,0,0,0,0,0,0,60.1441,29.6519,8.40336,1.80072,0,0,0,0,0,0,25.9049,16.5117,28.2367,0,4.81538,4.52615,4.52308,4.50872,4.45923,4.34256,4.12923,2.96903,2.66305,2.44303,0,0,39.0655,2.33314,19.99,0.04986,0,0,433,0.01,0.006,1666,0,0,0,252.646
02/25/17,12:47:18,2017_02_25_12_47_18.json,9.66536,1,9157,9154,0,0,94.2671,94267.1,13.7815,65,0,0,0,1139.8,1129.8,1907.65,37.113,1.61668,0.16167,208.327,0,0,210.018,251.935,156.839,38.615,23936.3,1.32828,456.621,0,20.8327,1.73682,96.3931,28.8685,898,0,0,0,0,189,39.1446,77.256,136,33,173,448.103,0.80506,1.20912,116.562,849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2195.29,224.405,17.4714,305,252.977,0.82943,174.99,1.21433,92.7767,1.61297,255.051,0.83623,177.871,1.22428,1.62619,272.401,0.89312,202.893,1.30756,1.73682,79.7659,274.631,0.90043,206.228,1.31827,1.75103,81.0771,120.387,252.998,0,0,0,0,0,51,1985,5328,1774,19,0,0,0,0.55695,21.6774,58.185,19.3732,0.20749,0,0,0,43.0981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,67.4806,2.67749,98.8864,23.199,898,801.8,694.3,662.267,653.55,653.067,583.95,391.592,331.806,306.567,273.021,258.472,250.183,236.238,227.26,223.727,178.767,171.387,166.227,163.835,161.664,159.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,314,587,366,0,0,0,0,0,0,0,0,174.99,3824,1341,1075,797,683,810,627,0,0,0,41.7604,14.6445,11.7396,8.70372,7.45877,8.84569,6.84722,0,0,0,309.677,197.387,204.433,0,13.8154,12.3354,10.6815,10.1887,10.0546,10.0472,8.98385,4.71641,3.97649,3.84897,3.63443,3.49631,57.9372,3.20503,-4.50261,122.513,36,19.871,416,270.063,29.4926,4849,3789,458,61,1637.59
02/26/17,11:11:27,2017_02_26_11_11_27.json,6.48993,1,1669,636,24,7.7556,1.82017,1820.17,0.23314,65,0,0,0,20.6,21,41.724,10.401,5.7687,0.57687,64.7888,0,0,65.1314,120.59,93.6627,37.0078,974.092,0,0.40643,0,6.47888,0,56.5536,18.2376,302,0,0,0,0,118,37.0298,25.8048,111,21,110,44.4338,0.52592,1.13176,72.5708,277,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.5452,1.67761,2e-05,305,73.2895,0.24029,1.79478,1.13121,99.9988,0.78248,73.6786,0.24157,1.81389,1.13721,0.78664,96.0379,0.31488,1.77365,1.48232,1.02536,3.82574,96.5455,0.31654,1.79245,1.49016,1.03078,3.86628,0.10367,84.415,0,0,0,0,0,644,0,0,0,0,0,0,0,38.586,0,0,0,0,0,0,0,49.0025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0547,1.38796,98.543,21.4533,302,293.8,281.4,270.267,187.45,158.6,137.85,124.908,102.081,95.13,61.1604,56.325,26.8125,0,0,0,108.567,98.34,91.6491,91.3271,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.79478,564,57,13,10,0,0,0,0,0,0,33.7927,3.41522,0.77891,0.59916,0,0,0,0,0,0,4.38057,2.79217,9.66,0,4.64615,4.52,4.32923,4.15795,2.88385,2.44,2.12077,1.46354,0.86654,0.4125,0,0,22.8062,0.99675,20,0,0,0,349,0,0,1669,0,0,0,41.724
02/26/17,11:42:55,2017_02_26_11_42_55.json,9.68017,1,3483,3483,0,0,38.8691,38869.1,5.98701,65,0,0,0,482.4,476.8,926.018,40.2441,1.4909,0.14909,265.868,0,0,267.232,317.347,163.408,38.0556,9485.82,1.62702,87.8403,0,26.5868,1.86212,100.442,14.8438,923,0,0,0,0,183,38.8415,58.6296,128,19,173,498.605,0.51068,1.24109,158.84,923,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,892.781,144.721,15.2768,305,286.911,0.94069,85.6145,1.07915,90.4519,1.7558,288.384,0.94552,86.4957,1.08469,1.76481,304.285,0.99765,96.2966,1.1445,1.86212,99.5314,305.851,1.00279,97.2906,1.15039,1.8717,100.559,76.0289,287.165,0,0,0,0,0,11,61,2378,1033,0,0,0,0,0.31582,1.75136,68.2745,29.6583,0,0,0,0,42.2405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85.0026,3.82321,98.9166,28.8047,923,877,829.4,729.8,614.05,511.467,447.75,345.725,343.294,317.443,298.402,295.397,285.413,283.196,0,0,175.35,167.6,167.395,165.156,165.473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,1178,204,567,245,0,0,0,0,0,0,0,0,85.6145,1156,343,286,288,317,537,556,0,0,0,33.1898,9.84783,8.21131,8.26873,9.10135,15.4177,15.9633,0,0,0,135.271,86.2215,83.2767,0,14.2,13.4923,12.76,11.2277,9.44692,7.86872,6.88846,4.88374,4.54456,4.39097,4.35685,0,59.7444,4.09027,-1.36588,106.829,31,7.597,409,212.097,60.8951,48,1129,1676,630,713.92
02/26/17,12:41:43,2017_02_26_12_41_43.json,16.7017,1,881,798,32,0,4.17776,4177.76,0.71358,65,0,0,0,54.6,54.8,75.812,18.8707,3.17954,0.31795,94.2935,0,0,94.7842,122.673,120.378,37.1166,1613.07,0,1.2229,0,9.42935,1.07609,72.8142,15.8756,308,0,0,0,0,149,37.2001,46.4652,101,17,133,223.11,0.51768,1.30692,53.6228,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,118.252,2.83442,1e-05,305,116.388,0.3816,3.5636,1.23431,99.9995,0.96685,116.994,0.38359,3.60083,1.24074,0.97189,129.538,0.42471,4.02853,1.37377,1.07609,16.4616,130.216,0.42694,4.07083,1.38097,1.08173,16.6345,0.51894,119.303,0,0,0,0,0,370,433,1,0,0,0,0,0,41.9977,49.1487,0.11351,0,0,0,0,0,42.3947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.3766,1.56463,96.7532,30.6148,308,291.2,268.9,252.867,232.35,220.533,195.317,172,138.228,137.323,123.456,107.967,0,0,0,0,125.15,123.367,124.099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.5636,652,119,29,4,0,0,0,0,0,0,74.0068,13.5074,3.29171,0.45403,0,0,0,0,0,0,11.6599,7.43196,13.5083,0,4.73846,4.48,4.13692,3.89026,3.57462,3.39282,3.00487,2.11267,1.66103,0,0,0,29.8168,1.45067,19.997,0.015,0,0,377,0.003,0.00373,881,0,0,0,75.809
02/28/17,16:51:34,2017_02_28_16_51_34.json,34.7347,1,4660,3603,0,0,0.15219,152.19,0.71069,65,0,0,0,10.4,7.2,723.288,0.11757,510.327,51.0327,200.301,0,0,205.842,200.858,152.146,38.1487,9156.67,1.31651,66.2291,0,20.0301,1.66983,93.3439,23.555,549,0,0,0,0,184,38.7388,0,120,25,178,8.03433,2.69153,6.83356,17.4764,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,821.569,53.3811,0.39068,305,234.229,0.76796,70.6574,1.16938,99.2734,1.5395,240.701,0.78918,74.6163,1.2017,1.58204,254.059,0.83298,69.5977,1.26838,1.66983,53.7664,261.086,0.85602,73.5006,1.30346,1.71602,56.7816,41.6743,245.006,0,0,0,0,0,172,1522,925,992,0,0,0,0,3.69099,32.6609,19.8498,21.2875,0,0,0,0,44.6108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64.1666,2.54592,96.357,36.4847,549,523.2,513.8,511.733,512.05,504.9,369.283,356.967,356.278,327.677,280.015,265.74,208.615,203.373,172.481,0,161.367,170.803,166.938,166.106,162.509,158.015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,379,0,61,0,0,0,0,0,0,0,0,70.6574,1785,581,142,555,455,41,52,0,0,0,38.3047,12.4678,3.04721,11.9099,9.76395,0.87983,1.11588,0,0,0,110.221,70.2546,82.05,0,8.44615,8.04923,7.90462,7.87282,7.87769,7.76769,5.68128,5.04118,4.08831,3.20946,3.12881,2.65356,61.4447,3.08156,7.26107,63.6947,5,12.698,397,33.839,9.37109,4166,418,76,0,689.449
03/01/17,16:34:00,2017_03_01_16_34_00.json,10.3472,1,7129,5712,0,0,0.2849,284.9,0.94405,65,0,0,0,16.4,48.4,1294.03,0.14387,417.047,41.7047,226.467,0,0,233.542,226.665,157.085,38.5014,14954.5,1.44168,193.516,0,22.6467,1.6877,80.9925,22.2426,385,0,0,0,0,183,39.03,0,104,23,179,8.28167,3.02949,5.75641,17.52,366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1373.37,100.407,0.02667,305,255.564,0.83792,120.255,1.12849,99.9734,1.62692,263.542,0.86407,127.9,1.16371,1.6777,265.113,0.86922,119.922,1.17065,1.6877,60.5584,273.401,0.8964,127.538,1.20725,1.74047,64.4041,84.4357,260.501,0,0,0,0,0,289,1575,1428,2422,0,0,0,0,4.05386,22.0929,20.0309,33.9739,0,0,0,0,44.9887,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.1785,2.9,97.4026,58.8225,385,368.2,363.5,359.133,357.5,354.6,345.267,328.075,327.794,323.77,306.15,305.883,283.836,260.441,231.964,211.11,167.767,174.927,171.452,165.513,165.182,158.926,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1530,369,0,0,0,0,0,0,0,0,0,0,120.255,1816,717,143,2365,665,8,0,0,0,0,25.4734,10.0575,2.00589,33.1744,9.3281,0.11222,0,0,0,0,194.247,123.812,142.503,0,5.92308,5.66462,5.59231,5.52513,5.5,5.45538,5.31179,4.98108,4.7059,4.36671,4.00678,3.56867,60.7956,3.4841,14.0916,29.5421,2,5.664,418,24.4265,4.27485,7059,70,0,0,1269.6
03/02/17,18:04:54,2017_03_02_18_04_54.json,8.84028,1,6782,6378,0,0,0.31851,318.51,0.03215,65,0,0,0,3.2,3.4,1403.7,34.7465,1.72679,0.17268,220.084,0,0,226.751,220.257,147.163,38.2717,15643.4,1.49552,219.586,0,22.0084,1.77246,81.1157,19.6253,425,0,0,0,0,183,38.8369,2.8188,105,20,175,1.69861,2.94026,1.00468,11.2773,164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1374.45,104.049,0.04496,305,254.158,0.8333,130.816,1.15482,99.9568,1.72705,261.859,0.85855,138.864,1.18981,1.77938,260.84,0.85521,129.578,1.18518,1.77246,68.7823,268.744,0.88113,137.549,1.22109,1.82617,73.0136,90.8383,258.09,0,0,0,0,0,156,3296,1960,966,0,0,0,0,2.30021,48.5992,28.9,14.2436,0,0,0,0,44.1986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71.1643,2.87024,89.8824,51.7846,425,414.4,409.3,407.333,402.2,399.567,388.6,354.433,341.6,331.417,318.512,317.448,313.992,285.877,242.728,227.798,173.267,166.363,174.748,168.398,158.733,154.612,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,727,1972,448,0,0,0,0,0,0,0,0,0,0,130.816,2065,1252,376,1881,750,54,0,0,0,0,30.4483,18.4606,5.54409,27.7352,11.0587,0.79623,0,0,0,0,174.991,111.539,134.167,0,6.53846,6.37538,6.29692,6.26667,6.18769,6.14718,5.97846,5.09872,4.88382,4.83064,4.3981,3.73428,62.0662,3.38591,8.70615,56.4692,6,8.038,430,32.412,5.08184,6050,656,76,0,1371.29
03/03/17,18:33:02,2017_03_03_18_33_02.json,-5.02468,1,3955,3608,0,0,0.13127,131.27,0,65,0,0,0,0,3.4,602.542,0.11949,502.146,50.2146,167.002,0,0,171.079,167.002,123.531,37.5595,7428.33,1.3519,44.7588,0,16.7002,1.35995,86.0978,21.735,247,0,0,0,0,137,37.8997,0,98,23,132,0,2.38357,0,6.02669,146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,563.243,22.366,0,305,164.874,0.54057,30.837,0.98726,100,1.33468,168.9,0.55377,32.3614,1.01137,1.36727,167.996,0.55081,30.4064,1.00596,1.35995,27.6771,172.098,0.56426,31.9094,1.03052,1.39316,29.0452,9.03078,167.105,0,0,0,0,0,1376,2232,0,0,0,0,0,0,34.7914,56.4349,0,0,0,0,0,0,45.9016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53.0961,2.00003,59.919,67.612,247,224.2,223,217.133,211.7,205.633,198.283,194.233,192.672,187.34,179.323,176.323,169.196,169.138,151.716,0,135.217,130.63,129.067,127.069,124.863,123.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.837,2019,1585,4,0,0,0,0,0,0,0,51.0493,40.0759,0.10114,0,0,0,0,0,0,0,57.0517,36.3646,61.56,0,3.8,3.44923,3.43077,3.34051,3.25692,3.16359,3.05051,2.88215,2.71267,2.60301,2.60213,2.33409,38.1273,2.56926,20,0,0,0,434,0,0,3955,0,0,0,602.542
03/04/17,15:10:47,2017_03_04_15_10_47.json,-5.41971,1,8121,7614,17,0,82.418,82418,1.83036,65,0,0,0,388.4,358.8,1889.32,38.9888,1.5389,0.15389,247.845,0,0,248.228,266.627,151.822,38.455,19283.9,1.63247,364.334,0,24.7845,1.92812,96.9213,9.79942,1115,0,0,0,0,179,39.2325,61.3728,124,16,168,172.176,0.15447,0.47126,83.1838,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1729.96,203.049,12.2211,305,276.977,0.90812,179.323,1.11754,94.3229,1.82436,277.399,0.9095,179.869,1.11924,1.82714,292.731,0.95977,195.057,1.18111,1.92812,86.4677,293.151,0.96115,195.617,1.1828,1.93089,86.7162,147.886,278.903,0,0,0,0,0,658,1443,5082,440,0,0,0,0,8.10245,17.7688,62.5785,5.41805,0,0,0,0,43.2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80.1762,3.4314,99.0135,22.2282,1115,1088.6,984.2,874.6,783.35,699.167,561.917,443.817,404.083,356.053,338.137,328.257,298.37,297.558,287.397,277.581,161.817,161.943,162.555,162.459,162.857,162.043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1363,2471,818,474,291,0,0,0,0,0,0,0,0,179.323,1924,1157,1138,1315,1079,644,366,0,0,0,23.6917,14.247,14.013,16.1926,13.2865,7.93006,4.50683,0,0,0,231.293,147.426,152.632,0,17.1538,16.7477,15.1415,13.4554,12.0515,10.7564,8.64487,5.47774,5.0501,4.59031,4.57782,4.42149,66.1596,3.81299,-1.8602,109.301,26,16.459,449,200.632,26.3194,2323,3115,1817,866,1688.69
03/05/17,17:25:24,2017_03_05_17_25_24.json,-8.05944,1,3892,3663,0,0,0.19935,199.35,0,65,0,0,0,0,0,475.971,0.18439,325.391,32.5391,129.94,0,0,133.14,129.94,108.083,37.3915,6598.44,1.20223,31.4066,0,12.994,1.22531,83.5939,23.341,190,0,0,0,0,125,37.6844,0,94,25,120,0,2.40354,0,5.73809,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,429.616,13.6882,0,305,129.732,0.42535,19.384,0.9984,100,1.20031,132.926,0.43582,20.3502,1.02298,1.22986,132.435,0.43421,19.1841,1.0192,1.22531,17.7448,135.696,0.4449,20.1403,1.04429,1.25548,18.6293,3.51187,131.462,0,0,0,0,0,3547,116,0,0,0,0,0,0,91.1357,2.98047,0,0,0,0,0,0,46.4563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40.6103,1.77808,54.7368,68.3895,190,180.4,178.1,176.867,176.35,175.467,174.183,171.75,160.206,152.713,148.228,146.801,144.975,136.471,127.317,0,123.317,117.473,116.839,115.508,114.021,108.138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19.384,3496,167,0,0,0,0,0,0,0,0,89.8253,4.29085,0,0,0,0,0,0,0,0,38.6731,24.6502,55.3317,0,2.92308,2.77538,2.74,2.72103,2.71308,2.69949,2.67974,2.34944,2.25847,2.23038,2.09955,1.95872,32.3739,1.99908,20,0,0,0,403,0,0,3892,0,0,0,475.971
03/07/17,15:05:36,2017_03_07_15_05_36.json,-0.75609,1,8072,7383,0,0,0.35305,353.05,0,65,0,0,0,0,0,1620.46,0.15746,381.06,38.106,219.485,0,0,226.222,219.634,150.635,38.4119,18535.7,1.45706,300.363,0,21.9485,1.77172,73.2068,22.0469,403,0,0,0,0,182,38.9415,0,102,23,176,0,2.97801,0,11.6026,304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1655.46,126.939,0.06825,305,258.285,0.84684,160.199,1.17678,99.9463,1.71464,266.202,0.87279,170.192,1.21285,1.7672,266.884,0.87503,157.028,1.21596,1.77172,70.0321,275.074,0.90188,166.812,1.25327,1.82609,74.396,114.885,263.866,0,0,0,0,0,514,2769,1722,2378,0,0,0,0,6.36769,34.3038,21.333,29.4599,0,0,0,0,45.8464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70.9909,2.86041,97.2705,54.4627,403,399.2,395.2,392.6,390.65,388,385.733,384.658,382.65,366.243,309.323,308.828,308.505,272.828,223.845,222.587,173.017,170.387,175.483,170.235,165.486,157.157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2092,9,302,0,0,0,0,0,0,0,0,0,160.199,3091,482,90,3090,444,186,0,0,0,0,38.2929,5.97126,1.11497,38.2805,5.5005,2.30426,0,0,0,0,218.575,139.319,172.182,0,6.2,6.14154,6.08,6.04,6.01,5.96923,5.93436,5.63451,4.75121,4.74623,4.19736,3.44377,67.8527,3.37669,1.43236,92.8382,5,18.495,420,38.534,5.21929,7669,241,96,66,1581.92
